WSID,Water System Name,History of E. coli Presence,Increasing Presence of Water Quality Trends Toward MCL,Treatment Technique Violations,Past Presence on the HR2W List,Maximum Duration of High Potential Exposure (HPE),Percentage of Sources Exceeding an MCL,Number of Water Sources ,Presence of Interties,Water Source Types,DWR – Drought & Water Shortage Risk Assessment Results,Critically Overdrafted Groundwater Basin,Percent of Median Household Income (%MHI),Extreme Water Bill,Percent Shutoffs,Number of Service Connections,Operator Certification Violations,Monitoring and Reporting Violations,Significant Deficiencies,Extensive Treatment Installed,Final At-Risk List
CA1910084,MAYWOOD MUTUAL WATER CO. #1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910085,MAYWOOD MUTUAL WATER CO. #2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910086,MAYWOOD MUTUAL WATER CO. #3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910099,PARADISE RANCH MHP,0,0.5,0,0,0.25,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Potentially At-Risk
CA1910103,PALM RANCH IRRIGATION DIST.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910108,CITY OF BELL GARDENS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910117,"MONTEBELLO-CITY, WATER DEPT.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,0,0.5,0,0,1,1,0,0,0, ,0,0,0,0,0,0,0,0,1,At-Risk
CA1910147,SATIVA-L.A. CWD,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,Not At-Risk
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",0,0.25,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910158,STERLING MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,Not At-Risk
CA1910159,TRACT 180 MUTUAL WATER CO.,0,1,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910160,TRACT 349 MUTUAL WATER CO.,0,0,0,0,0.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Not At-Risk
CA1910163,VALENCIA HEIGHTS WATER CO.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA1910165,VALLEY VIEW MUTUAL WATER CO.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910167,"VERNON-CITY, WATER DEPT.",0,0.25,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910169,WALNUT PARK MUTUAL WATER CO.,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1910189,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910195,GSWC - HOLLYDALE,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,0,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",0,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,Not At-Risk
CA1910218,LA HABRA HEIGHTS CWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910241,MESA CREST WATER CO.,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910242,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,0,1,0,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,0,1,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA1910244,GREEN VALLEY CWD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1910246,LAND PROJECTS MUTUAL WATER CO.,0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,HR2W
CA1910247,SANTA CLARITA VALLEY W.A.-CASTAIC DIV.,0,0.25,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910248,LOS ANGELES CWWD 37-ACTON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1910249,WHITE FENCE FARMS MWC NO. 1,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,HR2W
CA1910250,SANTA CLARITA VALLEY W.A.-PINETREE DIV.,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,Not At-Risk
CA1910255,SANTA CLARITA VALLEY W.A.-TESORO DIV.,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,Not At-Risk
CA1910801,FENNER CANYON YOUTH CONSERVATION CAMP,0,0,0,0,0,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000150,LIBERTY HIGH SCHOOL,0,0.5,0,0, ,1,0,1,0, ,0, ,0,0,1,0,0,0,0,At-Risk
CA2000293,MD 46 AHWAHNEE RESORTS,0,1,0,0,0.25,1,0,1,0,0,0,1,0,0,1,0,0,0,0,At-Risk
CA2000501,BASS LAKE ANNEX 3,0,0,0,0,1,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,0,0.5,1,0,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,At-Risk
CA2000506,SIERRA LINDA MUTUAL WATER CO,0,0.5,0,0,1,1,0,1,0,0.25,0,0,0,0,1,0,0,0,0,HR2W
CA2000509,CASCADEL MUTUAL WATER SYSTEM,0,0.5,0,0,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA2000511,MD 85 VALETA,0,0,0,0,0.25,0,1,1,1,1,1,0.75,0.5,0,1,0,0,0,0,At-Risk
CA2000512,EAST ACRES MUTUAL WATER COMPANY,0,0.25,0,0.5,0.5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,HR2W
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA2000524,SKY ACRES MUTUAL WATER CORP,0,0.5,0,0,0.5,1,0,1,0,1,0,0.75,0,0,1,0,0,0,0,At-Risk
CA2000526,PIKE RANCH MUTUAL WATER CO,1,0,0,0.5,1,1,1,1,1,0.25,0,0,0, ,1,0,1,0,0,HR2W
CA2000527,YOSEMITE FORKS EST MUTUAL,0,0.5,0,0,1,0,0,1,0,0.25,0,0.75,0,0,1,0,0,0,0,HR2W
CA2000529,BONADELLE RANCHOS MUTUAL WATER,0,0,0,0,0.25,0,1,1,1,1,1,0,0,0,1,0,1,0,0,At-Risk
CA2000530,CRASS MUTUAL WATER COMPANY,0,0,0,0,0.25,0,1,1,1,0.25,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,0,0.25,0,0,0.5,0,0,1,0,0,0,0,0, ,1,0,0,0,0,Not At-Risk
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,At-Risk
CA2000538,CEDAR VALLEY MUTUAL WATER CO,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,HR2W
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,HR2W
CA2000549,MD 05 MOUNTAIN RANCHES,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,At-Risk
CA2000551,MD 07 MARINA VIEW HEIGHTS,0,0.5,0,0.5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,HR2W
CA2000552,MD 24 TEAFORD MEADOW LAKES,0,0.5,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,HR2W
CA2000553,MD 28 RIPPERDAN SELF HELP,0,0,0,0.5,0.5,1,1,1,1,0,1,1,0,0,1,0,0,0,0,HR2W
CA2000554,MD 33 FAIRMEAD,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA2000557,MD 43 MIAMI CREEK KNOLLS,0,0,0,0,0.5,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2000561,MD 08 NORTH FORK WATER SYSTEM,0,0,0,0,1,1,1,1,1,1,0,0.75,0,0,1,0,0,0,0,HR2W
CA2000567,YOSEMITE HIGH SCHOOL,0,0,0,0, ,1,0,0,0, ,0, , ,0,1,0,0,0,0,HR2W
CA2000573,THE VILLAGE,0,0.25,0,0.5,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,HR2W
CA2000589,MAMMOTH POOL MOBILE HOME PARK,0,1,0,0.5,0.5,0,1,1,1,1,0,0,0,0,1,0,0,0,0,HR2W
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,0,0,0,0,1,1,1,1,1,0.25,0,0,0,0,1,0,0,0,0,HR2W
CA2000593,OAKHURST MOBILE HOME ESTATES,0,0.5,1,0,1,1,0,0,0,0,0,0, ,0,1,0,0,0,0,At-Risk
CA2000595,COUNTRY LIVING MHP,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,1,0,0,At-Risk
CA2000597,DAIRYLAND SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA2000598,ALVIEW SCHOOL,0,0,0,0, ,0,0,1,0, ,0, , ,0,1,0,0,0,0,Not At-Risk
CA2000600,HOWARD ELEMENTARY SCHOOL,0,0,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA2000601,LA VINA SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000602,RIPPERDAN COMMUNITY DAY SCHOOL,0,0,0,0.5, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,HR2W
CA2000605,WHISPERING PINES MHP,1,0,0,0,0,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2000607,SPRING VALLEY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000608,WILDWOOD MOBILE HOME PK INC,0,0.25,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,At-Risk
CA2000611,COARSEGOLD SCHOOL,0,1,1,0.5, ,1,0,1,0, ,0, , ,0,1,0,0,0,0,HR2W
CA2000612,NORTH FORK ELEMENTARY SCHOOL,1,0,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,HR2W
CA2000616,WASUMA SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,0,0.25,0,0.5,0.25,0,0,1,0,0.25,0,0, ,0,1,0,1,0,0,Not At-Risk
CA2000688,ECCO,0,1,1,0, ,1,0,1,0,1,0,0,0,0,1,0,0,0,0,HR2W
CA2000690,MD 73 QUARTZ MOUNTAIN,0,0.25,0,0,0,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2000692,MD 95 RANCHOS WEST,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,0,1,0,0,0.25,0,1,1,1,1,1,0.75,0,0,1,0,0,0,0,At-Risk
CA2000727,MD 36 EASTIN ARCOLA,0,0,0,0,0.25,1,0,1,0,0.25,1,1,0,0,1,0,0,0,0,At-Risk
CA2000728,MD 37 LA VINA,0,0,0,0,0.25,0,0,1,0,0,1, ,0,0,1,0,0,0,0,Not At-Risk
CA2000729,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,0,0,0,0,1,0,1,1,1,0,1,1,0.5,0,1,0,0,0,1,HR2W
CA2000737,MD 42 STILL MEADOW,0,0.5,0,0,1,1,0,1,0,0,0,0.75,0,0,1,0,0,0,0,HR2W
CA2000757,MD 63 MEADOW SPRINGS RANCH,0,0.25,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2000760,DIXIELAND ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000775,OAK CREEK MOBILE HOME PARK,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2000785,VALLEY TEEN RANCH,0,0,0,0,1,1,1,1,1,1,1,0, ,0,1,0,0,0,0,HR2W
CA2000800,MARQUEZ RENTAL,0,1,0,0,1,1,1,1,1,0.25,1,0,0,0,1,0,0,0,0,At-Risk
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,0,0,0,0.5,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,HR2W
CA2000832,SKP PARK OF THE SIERRAS INC,0,0,0,0,0.5,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2000846,SIERRA VIEW SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA2000849,MD 60 DILLON ESTATES,0,0,0,0,1,0,1,1,1,0.25,0,0.75,0,0,1,0,0,0,0,At-Risk
CA2000851,MD 40 SUNSET RIDGE ESTATES,1,0.25,0,0,0.5,0,0,1,0,0,0,0.75,0.5,0,1,0,0,0,0,At-Risk
CA2000865,MD 58 SIERRA HIGHLANDS,0,0.25,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA2000947,MINARETS HIGH SCHOOL,0,0.25,0,0, ,0,0,1,0, ,0, , ,0,1,0,0,0,0,Not At-Risk
CA2010003,BASS LAKE WATER COMPANY,0,0.25,0,0,0.25,0,0,1,0,0.25,0,0,0,0,0,0,0,0,1,Not At-Risk
CA2010004,MADERA CO CMD19-PARKWOOD,0,0,0,0,0.25,0,1,1,1,1,1,0,0,0,1,0,0,0,0,At-Risk
CA2010005,YOSEMITE SPRING PARK UTIL CO,0,0.5,0,0.5,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HR2W
CA2010006,MADERA CO SA3-PARKSDALE,0,0,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA2010007,CAL AM - OAKHURST,0,0.5,0,0,1,1,0,1,0,1,0,0.75,0,0,0,0,0,0,1,At-Risk
CA2010008,MADERA CO MD10A-MADERA RANCHOS,0,0,0,0.5,0.25,0,0,1,0,0.25,1,0,0,0,0,0,0,0,0,HR2W
CA2010009,BAKMAN WATER-ROLLING HILLS,0,0.25,0,0,0.5,0,0,1,0,0.25,1,0,0,0,1,0,0,0,0,Not At-Risk
CA2010010,MADERA VALLEY WATER COMPANY,0,0,0,0,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0,0,Not At-Risk
CA2010011,MADERA CO SA1-INDIAN LAKES,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2010012,CAL AM - RAYMOND,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,At-Risk
CA2010013,CAL AM - COARSEGOLD,0,0.25,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2010014,CAL AM - GOLDSIDE,0,0.5,0,0.5,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,HR2W
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA2010017,"TESORO VIEJO MASTER MWC, INC.",0,0,0,0,0,0,0,1,0, ,0, ,0,0,1,0,0,0,1,Not At-Risk
CA2010800,CENTRAL CA WOMENS FACILITY,0,0.5,0,0,0,1,0,1,0,0,1, ,0,0,0,0,0,0,0,At-Risk
CA2010801,VALLEY STATE PRISON,0,0.5,0,0,1,1,0,1,0,0,1, , ,0,0,0,0,0,0,At-Risk
CA2100508,MUIR BEACH COMMUNITY,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,Not At-Risk
CA2100519,ESTERO MUTUAL,0,0.25,0,0,1,0,0,1,0,0,0,0,0.5,0,1,0,0,0,1,Potentially At-Risk
CA2100538,TOMALES HIGH SCHOOL,0,0,0,0, ,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA2100549,BLUE MOUNTAIN CENTER,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2100560,TOMALES ELEM & MIDDLE SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2100565,GREEN GULCH FARM,0,0,0,0,0,0,0,1,0,0.25,0, ,0,0,1,0,0,0,0,Not At-Risk
CA2100579,NICASIO VALLEY RANCH MUTUAL,0,0.5,0,0.5,0.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,HR2W
CA2100582,NICASIO SCHOOL,0,0,0,0.5, ,0,1,1,1,1,0, , ,0,1,0,0,0,0,HR2W
CA2110001,INVERNESS PUBLIC UTILITY DIST,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA2110004,STINSON BEACH COUNTY WTR DIST,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA2110005,BOLINAS COMMUNITY PUD,0,0.5,0,0,1,0,0,1,0,0,0,0.75,0.5,0,0,0,0,0,1,At-Risk
CA2110006,NORTH MARIN WD - PT. REYES,0,0.25,0,0,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Not At-Risk
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),0,1,0,0,0.25,0,0,1,0, ,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA2110008,LAWSON S LANDING,0,0,0,0,0.25,0,0,1,0,0,0,0, ,0,1,0,1,0,0,Not At-Risk
CA2110350,NPS GGNRA,0,0,0,0,0.25,0,1,0,0.5,0,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA2110502,NPS PRNS - BEACHES,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,1,0,0,Not At-Risk
CA2210001,MARIPOSA PUBLIC UTILITY DIST,0,0.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Not At-Risk
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,0,0,0,0,0.5,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,0,0,0,0,0,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA2210510,YOSEMITE NPS-WAWONA,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,1,Potentially At-Risk
CA2210515,YOSEMITE NPS-EL PORTAL,0,0.25,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA2210851,CDF  & FP - MT. BULLION,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2210900,CEDAR LODGE RESORT,0,0.5,0,0,0.5,0,0,1,0,1,0, , ,0,1,0,1,0,1,At-Risk
CA2210901,MPWD-COULTERVILLE CSA 1,0,0,0,0,0.25,1,1,1,1,0,0,1,0,0,1,0,0,0,0,At-Risk
CA2210903,FISHCAMP MUTUAL WATER COMPANY,0,0.25,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,At-Risk
CA2210905,"MCCLURE BOAT CLUB, INC.",0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,At-Risk
CA2210906,MARIPOSA PINES MUTUAL,0,0.25,0,0,1,0,0,1,0,0,0,0.75,0,0,1,0,1,0,0,At-Risk
CA2210907,MUSD - SIERRA FOOTHILL CHARTER SCHOOL,0,0,0,0, ,0,1,1,0,0.25,0, ,0,0,1,0,1,0,0,At-Risk
CA2210908,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA2210909,MUSD - MARIPOSA JUNIOR HIGH SCHOOL,0,0.5,0,0, ,1,0,1,0,0,0, ,0,0,1,0,0,0,0,At-Risk
CA2210910,MUSD - WOODLAND ELEMENTARY SCHOOL,0,0,0,0, ,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA2210921,WHISPERING PINES APARTMENTS,0,0,0,0,0,0,0,1,0,1,0,0, ,0,1,0,1,0,0,Not At-Risk
CA2210924,YOSEMITE WEST WATER SYSTEM,0,0,0,0,0.25,0,1,1,1,0,0,1,0.5,0,1,0,0,0,0,Potentially At-Risk
CA2210925,YOSEMITE TERRACE ESTATES,0,0.25,0,0,0,0,1,1,1,1,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA2300502,ALBION MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2300506,MEADOW ESTATES MUTUAL,0,0.5,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2300507,CALPELLA COUNTY WATER DISTRICT,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA2300514,ELK COUNTY WATER DISTRICT,0,0.25,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,At-Risk
CA2300545,SHORELANDS ROAD & WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300584,MENDOCINO SCHOOL DISTRICT- MENDOCINO,0,0,0,0, ,0,0,1,0, ,0, , ,0,1,0,0,0,0,Not At-Risk
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,0,0.25,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,HR2W
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,0,0.5,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,1,0,1,At-Risk
CA2300596,BIG RIVER VISTA MUTUAL WATER COMPANY,0,0,0,0,0.25,0,1,1,1,0,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA2300604,POINT OF VIEW MUTUAL WATER CO,0,0.25,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA2300605,RIVER ESTATES MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300606,LAKE VIEW MUTUAL WATER CO.,0,0.25,0,0,0.25,0,0,1,0,0,0,1,0.5,0,1,1,1,0,0,At-Risk
CA2300609,SEAFAIR ROAD AND WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300610,CASPAR SOUTH SERVICE COMPANY,0,0,0,0,0,0,0,1,0,0,0,0.75,0.5,0,1,0,0,0,0,Not At-Risk
CA2300634,OCEAN'S EDGE ESTATES,0,0.25,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA2300638,WILDWOOD CAMPGROUND,0,0.5,0,0,0.5,0,0,1,0,1,0, , ,0,1,0,1,0,0,At-Risk
CA2300644,WOODSIDE RV PARK,0,0,0,0,1,0,0,1,0,1,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA2300646,BELLA SHORES MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA2300663,BRANSCOMB MOBILE HOME PARK,0,0,1,0.5,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,HR2W
CA2300667,"WOODS, THE (MENDOCINO)",0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA2300668,POINT CABRILLO HIGHLANDS,0,0,0,0,0,0,1,1,1,1,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA2300705,LITTLE LAKE MOBILE HOME PARK,0,0.25,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300708,RIDGEWOOD WATER SYSTEM,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300717,CREEKSIDE CABINS & RV RESORT,0,0,0,0,0.25,0,1,1,1,1,0,0,0,0,1,0,1,0,0,At-Risk
CA2300730,WESTPORT COUNTY WATER DISTRICT,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Potentially At-Risk
CA2300731,"CITY OF 10,000 BUDDHAS",0,0,0,0,0,1,1,1,1,0,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA2300735,HOLLY RANCH VILLAGE,0,0,0,0,0,1,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA2300743,DOLPHIN ISLE MARINA,0,0,0,0,0,0,1,1,1,1,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA2300755,POTTER VALLEY SCHOOL DISTRICT,0,1,0,0, ,0,1,1,1, ,0, , ,0,1,0,1,0,0,At-Risk
CA2300764,ANDERSON VALLEY HIGH SCHOOL,0,0,0,0, ,0,0,1,0, ,0, , ,0,1,0,0,0,0,Not At-Risk
CA2300770,ANDERSON VALLEY ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2300785,LEGGETT VALLEY SCHOOL,0,0.5,0,0, ,1,0,1,0, ,0, , ,0,1,0,1,0,0,At-Risk
CA2300826,MANCHESTER UNION ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA2300829,ROUND VALLEY HIGH SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA2300830,ROUND VALLEY ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA2300832,HILLS RANCH MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,1,0.5,0,1,0,0,0,0,Not At-Risk
CA2300837,YOKAYO TRIBE OF INDIANS,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA2300846,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
